question_id,student_answer,final_mark,Crtierion 1,Criterion 2,Criterion 3,Criterion 4,Criterion 5,Crtierion 1_num,Criterion 2_num,Criterion 3_num,Criterion 4_num,Criterion 5_num
s3_6,"first we have to get the data to the system.and define H,W,K vaiables and assign the corresponding heigh,width and K values for them. then get the grid lines and create the grid matrix as grid. initiate variables as start_pos,goal_pos to denote the entrance and the goal. create a set to store rune stones as rune_letters and a dictionary to store mirror portals(portals_dict).   for loop (r to iterate through rows and c for iterate through columns ) 	store each character to variable cell 	if cell is E,set the corresponding row and column as the start_pos 	if cell is A,set the corresponding row and column as the goal_pos 	if cell is an uppercase letter add it to the set rune_letters 	if cell is a digit append it to portals_dict as the cell as the key and row,column as value  if start_pos or goal_pos is none 	output -1 	 sort the rune_letters and store it to rune_list  iterate through the portals_dict and create the portal map   create the function can_enter 	if cell is # ,cant enter 	if the cell is O and the o_open is true ,can enter 	if cell is t ,can enter 	if cell is . ,cant enter",3,"1.0 - Good setup, missing BFS.",1.0 - Key n door logic is given,0.0 - No exploration ring tracking.,0.0 - No path reconstruction provided.,0.0 - Proper output format missing.,1,1,0,0,0
s3_7,def smartCarTrade(price)   n --> length of the price list   set infinity as the minimum loss   for i from 0 to the one before the last price     for j from i+1 to the consecutive years       if the price of the corresponding consecutive year is lower than the buying cost and lower than the lost is lower than current minimum lost       minimum lost is updated to the lost calculated       return minimum lost,5,"1-This solution is correct in logic for minimum loss,uses a brute force approach ",0-Nested loops,2-Properly skips invalid cases by only using earlier higher prices.,2-Very clear and prints an integer.,,1,0,2,2,0
s3_9,def closestPairSum(arr)   sort arr   absolute differnce of the first two elements as the minimum difference   minimum differnce pair list initial with first two elements   for 1 to the element before the end   difference of the closest elements   if closest difference less than the minimum difference   pairs list = the closest elements      if closest difference equal the minimum difference   pairs list is appended with the closest elements      if pair list has more than one pair   list with the absolute sums of pairs   get the maximum of the sums list      if pair list has only one pair   get the absolute sum of the pair elements,6.5,4-correct logic,1-storing all tie pairs in a lsit,"1.0 - Loop bounds (""before the end"")",1.0 - Descriptive but lacks a final RETURN,,4,1,1,1,0
s3_13,"read the number of test cases   read m and n of the first test case   iterate over m lines and make a 2-D array with x,y,r   read s   call theg_ function for the dijkstra",2,"2 - Identified the Dijkstra Algorithm, no implementation",0,0,0,0,2,0,0,0,0
s3_14,"Function word_ladder_transformations(beginWord, endWord, wordList):     If beginWord=endWord:         return 0 (no transformations)     Initialize unvisitedWords as a set containing all word in the wordlist     Initialize a queue and enqueue beginWord     Initialize transformations = -1     take the word length of the beginWord      while queue is not empty:       Increment transformations by 1       levelSize = number of words in queue          for each word in the current level (levelSize times):                   Dequeue currentword       for each position i in the currentword (0 to wordLenght-1):                   Save original character at position i          for each character c from 'a' to 'z' :                   Replace character at position i with c to form newWord                      If newWord is not in unvisitedWords:                           Continue to next character                      If newWord == endWord:                           Return transformations                   Remove newWord from unvisitedWords                   Enqueue newWord           Restore original character at position i in currentWord      Return 0 No alid transformations",10,2 - BFS level order clear,3 - Correct gen and level BFS,2 - Set remove efficient,2 - begin==end and no path ok,1 - Int output clear,2,3,2,2,1
s3_4,"function conflicts_with(u, slot_u, adj, assign):   for each neighbor v of u in adj[u]",0.5,"0 - Mentions assign[] in text, but no actual state representation/initialization is written.",0 -No local search / hill-climbing / iterative improvement mentioned.,"0 - No steps/logic for building the graph, assigning fixed, choosing slots, or producing output.Only descriptions.","0 - Mentions fixed anchors in docstrings, but no enforcement logic exists.",0 - No output mentioned.,0,0,0,0,0
s3_6,"function can_enter(cell, runes, o_open): 	if cell is in [startnode, goal, Obsidian gate]: 		if cell equals to Obsidian gate and open: 			return True 		if cell equals to Obsidian gate and not open: 			return False 	else: 		if cell is wall: 			return False 		if cell is floor: 			return True 		if cell is a lowercase letter: 			return True  		if cell is an upper letter and have runes: 			return True 		if cell is a digit: 			return True",2.5,0.5 - BFS loop entirely missing.,1.5 - Basic conditions listed but incomplete.,0.0 - No ring tracking logic.,0.0 - No lexicographical path reconstruction.,0.0 - Output format not addressed.,0,1,0,0,0
s3_7,def smartCarTrade(price):       lost = []       for each price in price array:             min_lost = higher value             for each price from the end:                 find the differece between them and if its less than min_lost then save at min_lost                append each min_lost as minimum suffix diff for each price               sort the lost arr         get the first value,3,1-Attempts to compute a “minimum loss per price” and then take the smallest overall.,0-Generating all combinations,0-Doesn’t skip invalid pairs,2-Very clear and prints an integer.,,1,0,0,2,0
s3_9,def closestPairSum(arr):       convert to the abs value each int in arr       sort arr       data = []       for each nearby pair in the arr:             extract the minimum abs diff pair/pairs to data list          if size of data[] > 1:             return the abs maximum sum pair       else:             return the abs sum of the pair,0,0- not correct logic,0-brteforce,0-no edge cases,0-wrote in python function formt,,0,0,0,0,0
s3_12,"Function COUNT_ISLAND(grid):   rows = no of rows in gride   col = no of col in gride   visited = 2D list of size (row*col) all are false   count = 0      for each cell(i,j) in the grid:   If gride[i][j] is 'L' and visisted[i][j] is false:   Call DFS(grid ,i,j,visited)      return count      Funtion DFS(grid,r,c,visited)   mark visited[r][c] True      Define direction arr for 8 directions      For k from 0 to 7:   new_r = r + rowNbr[k]   new_c = c + colNbr[k]   if isSafe(grid ,new_col,new_row,visited):   CALL DFS(grid,new_r,new_c,visited)",7,2 - DFS + 8 directions stated,"2 - Scan grid + DFS call shown, but count never incremented","1 - visited used, but isSafe args swapped (row/col) risks index bugs",1 - Diagonal handled; other edge cases not mentioned,"1 - Structure ok, but output wrong due to missing count update",2,2,1,1,1
